tp_id,node,indicator,unused,tech_type
1289,34,1,0,2
1290,34,1,0,3
1291,34,1,0,4
1292,34,1,0,5
1293,34,1,0,6
1294,34,1,0,7
1295,34,1,0,8
1296,34,1,0,9
1297,34,1,0,10
1298,34,1,0,11
1299,34,1,0,12
1300,34,1,0,13
1301,34,1,0,14
1302,34,1,0,15
1303,34,1,0,16
1304,34,1,0,17
1305,34,1,0,18
1306,34,1,0,19
1307,34,1,0,20
1308,34,1,0,21
1309,34,1,0,22
1310,34,1,0,23
1311,34,1,0,24
1312,34,1,0,25
1313,34,1,0,26
1314,34,1,0,27
1315,34,1,0,28
1316,34,1,0,29
1317,34,1,0,30
1318,34,1,0,31
1319,34,1,0,32
1320,34,1,0,33
1321,34,1,0,34
1322,34,1,0,35
1323,34,1,0,36
1324,34,1,0,37
1325,34,1,0,38
1326,34,1,0,39
1327,35,1,0,1
1328,35,1,0,2
1329,35,1,0,3
1330,35,1,0,4
1331,35,1,0,5
1332,35,1,0,6
1333,35,1,0,7
1334,35,1,0,8
1335,35,1,0,9
1336,35,1,0,10
1337,35,1,0,11
1338,35,1,0,12
1339,35,1,0,13
1340,35,1,0,14
1341,35,1,0,15
1342,35,1,0,16
1343,35,1,0,17
1344,35,1,0,18
1345,35,1,0,19
1346,35,1,0,20
1347,35,1,0,21
1348,35,1,0,22
1349,35,1,0,23
1350,35,1,0,24
1351,35,1,0,25
