tp_id,node,indicator,unused,tech_type
2623,68,1,0,10
2624,68,1,0,11
2625,68,1,0,12
2626,68,1,0,13
2627,68,1,0,14
2628,68,1,0,15
2629,68,1,0,16
2630,68,1,0,17
2631,68,1,0,18
2632,68,1,0,19
2633,68,1,0,20
2634,68,1,0,21
2635,68,1,0,22
2636,68,1,0,23
2637,68,1,0,24
2638,68,1,0,25
2639,68,1,0,26
2640,68,1,0,27
2641,68,1,0,28
2642,68,1,0,29
2643,68,1,0,30
2644,68,1,0,31
2645,68,1,0,32
2646,68,1,0,33
2647,68,1,0,34
2648,68,1,0,35
2649,68,1,0,36
2650,68,1,0,37
2651,68,1,0,38
2652,68,1,0,39
2653,69,1,0,1
2654,69,1,0,2
2655,69,1,0,3
2656,69,1,0,4
2657,69,1,0,5
2658,69,1,0,6
2659,69,1,0,7
2660,69,1,0,8
2661,69,1,0,9
2662,69,1,0,10
2663,69,1,0,11
2664,69,1,0,12
2665,69,1,0,13
2666,69,1,0,14
2667,69,1,0,15
2668,69,1,0,16
2669,69,1,0,17
2670,69,1,0,18
2671,69,1,0,19
2672,69,1,0,20
2673,69,1,0,21
2674,69,1,0,22
2675,69,1,0,23
2676,69,1,0,24
2677,69,1,0,25
2678,69,1,0,26
2679,69,1,0,27
2680,69,1,0,28
2681,69,1,0,29
2682,69,1,0,30
2683,69,1,0,31
2684,69,1,0,32
2685,69,1,0,33
2686,69,1,0,34
2687,69,1,0,35
2688,69,1,0,36
2689,69,1,0,37
2690,69,1,0,38
2691,69,1,0,39
2692,70,1,0,1
2693,70,1,0,2
2694,70,1,0,3
2695,70,1,0,4
2696,70,1,0,5
2697,70,1,0,6
2698,70,1,0,7
2699,70,1,0,8
2700,70,1,0,9
2701,70,1,0,10
2702,70,1,0,11
2703,70,1,0,12
2704,70,1,0,13
2705,70,1,0,14
2706,70,1,0,15
2707,70,1,0,16
2708,70,1,0,17
2709,70,1,0,18
2710,70,1,0,19
2711,70,1,0,20
2712,70,1,0,21
2713,70,1,0,22
2714,70,1,0,23
2715,70,1,0,24
2716,70,1,0,25
2717,70,1,0,26
2718,70,1,0,27
2719,70,1,0,28
2720,70,1,0,29
2721,70,1,0,30
2722,70,1,0,31
2723,70,1,0,32
2724,70,1,0,33
2725,70,1,0,34
2726,70,1,0,35
2727,70,1,0,36
2728,70,1,0,37
2729,70,1,0,38
2730,70,1,0,39
2731,71,1,0,1
2732,71,1,0,2
2733,71,1,0,3
2734,71,1,0,4
2735,71,1,0,5
2736,71,1,0,6
2737,71,1,0,7
2738,71,1,0,8
2739,71,1,0,9
2740,71,1,0,10
2741,71,1,0,11
2742,71,1,0,12
2743,71,1,0,13
2744,71,1,0,14
2745,71,1,0,15
2746,71,1,0,16
2747,71,1,0,17
2748,71,1,0,18
2749,71,1,0,19
2750,71,1,0,20
2751,71,1,0,21
2752,71,1,0,22
2753,71,1,0,23
2754,71,1,0,24
2755,71,1,0,25
2756,71,1,0,26
2757,71,1,0,27
2758,71,1,0,28
2759,71,1,0,29
2760,71,1,0,30
2761,71,1,0,31
2762,71,1,0,32
2763,71,1,0,33
2764,71,1,0,34
2765,71,1,0,35
2766,71,1,0,36
2767,71,1,0,37
2768,71,1,0,38
2769,71,1,0,39
2770,72,1,0,1
2771,72,1,0,2
2772,72,1,0,3
2773,72,1,0,4
2774,72,1,0,5
2775,72,1,0,6
2776,72,1,0,7
2777,72,1,0,8
2778,72,1,0,9
2779,72,1,0,10
2780,72,1,0,11
2781,72,1,0,12
2782,72,1,0,13
2783,72,1,0,14
2784,72,1,0,15
2785,72,1,0,16
2786,72,1,0,17
2787,72,1,0,18
2788,72,1,0,19
2789,72,1,0,20
2790,72,1,0,21
2791,72,1,0,22
2792,72,1,0,23
2793,72,1,0,24
2794,72,1,0,25
2795,72,1,0,26
2796,72,1,0,27
2797,72,1,0,28
2798,72,1,0,29
2799,72,1,0,30
2800,72,1,0,31
2801,72,1,0,32
2802,72,1,0,33
2803,72,1,0,34
2804,72,1,0,35
2805,72,1,0,36
2806,72,1,0,37
2807,72,1,0,38
2808,72,1,0,39
