class,subclass,resource,fips,county,state_name,usdaregion,"County Square Miles",model_name,scenario_name,price_offered,production,production_unit,btu_ton,production_energy_content,energy_content_unit,production_density_dtpersqmi,landsource
"agriculture land","Energy crops, herbaceous",Switchgrass,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,emerging,70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,emerging,70,1217.00,dt,16904000,20572168000,BTU,2.35,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55043,"Grant County",Wisconsin,"Lake States",1183.37,POLYSYS,"mature-market medium",70,9031.00,dt,16660000,150456460000,BTU,7.63,Pasture
"agriculture land","Agricultural residues","Wheat straw",55069,"Lincoln County",Wisconsin,"Lake States",906.79,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55043,"Grant County",Wisconsin,"Lake States",1183.37,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55109,"St. Croix County",Wisconsin,"Lake States",735.19,POLYSYS,"mature-market high",70,9556.00,dt,16660000,159202960000,BTU,13.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market medium",70,186689.00,dt,15722000,2935124458000,BTU,323.78,Crop
"agriculture land","Agricultural residues","Wheat straw",55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,emerging,400,9867.25,dt,23288300,229791478175,BTU,18.57,Crop
"agriculture land","Agricultural residues","Oats straw",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market medium",70,78847.00,dt,15722000,1239632534000,BTU,122.21,Crop
"agriculture land","Agricultural residues","Wheat straw",55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,"mature-market medium",70,23803.00,dt,16660000,396557980000,BTU,18.62,Pasture
"agriculture land","Energy crops, woody",Willow,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market high",70,6735.00,dt,17296000,116488560000,BTU,8.46,Crop
"agriculture land","Energy crops, woody",Poplar,55113,"Sawyer County",Wisconsin,"Lake States",1350.24,POLYSYS,"mature-market high",70,698.00,dt,16904000,11798992000,BTU,0.52,Pasture
"agriculture land","Energy crops, woody",Poplar,55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market high",70,798.00,dt,16904000,13489392000,BTU,0.53,Pasture
"agriculture land","Agricultural residues","Oats straw",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55071,"Manitowoc County",Wisconsin,"Lake States",594.62,POLYSYS,emerging,400,14247.44,dt,23288300,331798656952,BTU,23.96,Crop
"agriculture land","Agricultural residues","Oats straw",55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,"mature-market low",70,145.00,dt,17296000,2507920000,BTU,0.24,Pasture
"agriculture land","Agricultural residues","Oats straw",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market medium",70,181118.00,dt,15722000,2847537196000,BTU,309.84,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55101,"Racine County",Wisconsin,"Lake States",340.39,POLYSYS,"mature-market medium",70,510.00,dt,16660000,8496600000,BTU,1.50,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55125,"Vilas County",Wisconsin,"Lake States",1017.72,POLYSYS,"mature-market medium",70,316.00,dt,16660000,5264560000,BTU,0.31,Pasture
"agriculture land","Agricultural residues","Oats straw",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,near-term,70,69399.00,dt,15722000,1091091078000,BTU,85.76,Crop
"agriculture land","Agricultural residues","Wheat straw",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,emerging,70,2039.00,dt,16904000,34467256000,BTU,2.50,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market low",400,9320.54,dt,23288300,217059531682,BTU,21.39,Crop
"agriculture land","Agricultural residues","Oats straw",55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market medium",70,7614.00,dt,16660000,126849240000,BTU,10.26,Pasture
"agriculture land","Agricultural residues","Corn stover",55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,near-term,70,176228.00,dt,15722000,2770656616000,BTU,302.41,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market medium",70,3390.00,dt,16660000,56477400000,BTU,7.06,Pasture
"agriculture land","Agricultural residues","Corn stover",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market low",70,65019.00,dt,15722000,1022228718000,BTU,100.77,Crop
"agriculture land","Agricultural residues","Wheat straw",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55037,"Florence County",Wisconsin,"Lake States",497.43,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market low",70,9839.00,dt,16660000,163917740000,BTU,17.01,Pasture
"agriculture land","Agricultural residues","Oats straw",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,emerging,70,108359.00,dt,16660000,1805260940000,BTU,133.90,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,emerging,70,86652.00,dt,16660000,1443622320000,BTU,83.22,Pasture
"agriculture land","Agricultural residues","Corn stover",55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,POLYSYS,emerging,70,443824.00,dt,15722000,6977800928000,BTU,579.53,Crop
"agriculture land","Agricultural residues","Wheat straw",55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,"mature-market high",70,707.00,dt,16904000,11951128000,BTU,0.82,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55091,"Pepin County",Wisconsin,"Lake States",248.7,POLYSYS,"mature-market high",70,902.00,dt,16660000,15027320000,BTU,3.63,Pasture
"agriculture land","Agricultural residues","Oats straw",55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,emerging,70,85487.00,dt,15722000,1344026614000,BTU,196.22,Crop
"agriculture land","Agricultural residues","Corn stover",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,emerging,70,213840.00,dt,15722000,3361992480000,BTU,369.60,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market high",70,25225.00,dt,16660000,420248500000,BTU,39.10,Crop
"agriculture land","Agricultural residues","Oats straw",55077,"Marquette County",Wisconsin,"Lake States",464.47,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55087,"Outagamie County",Wisconsin,"Lake States",644.61,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,"mature-market high",400,874.41,dt,23288300,20363522403,BTU,0.68,Crop
"agriculture land","Energy crops, woody",Willow,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,emerging,70,2604.00,dt,17296000,45038784000,BTU,2.47,Pasture
"agriculture land","Agricultural residues","Wheat straw",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market high",70,9002.00,dt,17296000,155698592000,BTU,12.69,Crop
"agriculture land","Agricultural residues","Oats straw",55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,"mature-market high",70,0.00,dt,17296000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,near-term,70,71678.00,dt,15722000,1126921516000,BTU,164.53,Crop
"agriculture land","Agricultural residues","Oats straw",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,emerging,70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,"mature-market high",70,72943.00,dt,16660000,1215230380000,BTU,125.65,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market high",70,23772.00,dt,16660000,396041520000,BTU,15.73,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Wheat straw",55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,emerging,70,6866.00,dt,17296000,118754336000,BTU,11.46,Crop
"agriculture land","Agricultural residues","Corn stover",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,emerging,70,682610.00,dt,15722000,10731994420000,BTU,551.60,Crop
"agriculture land","Agricultural residues","Wheat straw",55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55103,"Richland County",Wisconsin,"Lake States",589.3,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55015,"Calumet County",Wisconsin,"Lake States",397.08,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55041,"Forest County",Wisconsin,"Lake States",1046.52,POLYSYS,"mature-market high",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,"mature-market low",70,5717.00,dt,17296000,98881232000,BTU,7.06,Pasture
"agriculture land","Agricultural residues","Oats straw",55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55071,"Manitowoc County",Wisconsin,"Lake States",594.62,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market medium",70,6403.00,dt,16660000,106673980000,BTU,9.92,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,emerging,70,39542.00,dt,16424000,649437808000,BTU,42.48,Crop
"agriculture land","Agricultural residues","Oats straw",55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market low",70,151576.00,dt,15722000,2383077872000,BTU,262.88,Crop
"agriculture land","Agricultural residues","Oats straw",55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,emerging,70,75677.00,dt,16660000,1260778820000,BTU,61.15,Pasture
"agriculture land","Agricultural residues","Corn stover",55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,near-term,70,170215.00,dt,15722000,2676120230000,BTU,163.47,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market high",400,25909.62,dt,23288300,603391003446,BTU,44.32,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,"mature-market low",400,12886.62,dt,23288300,300107472546,BTU,15.79,Crop
"agriculture land","Agricultural residues","Oats straw",55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55137,"Waushara County",Wisconsin,"Lake States",637.4,POLYSYS,"mature-market low",70,1667.00,dt,16660000,27772220000,BTU,2.62,Pasture
"agriculture land","Energy crops, woody",Poplar,55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,emerging,70,1562.00,dt,16904000,26404048000,BTU,1.77,Pasture
"agriculture land","Agricultural residues","Wheat straw",55079,"Milwaukee County",Wisconsin,"Lake States",242.17,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,"mature-market medium",70,62599.00,dt,16660000,1042899340000,BTU,50.59,Pasture
"agriculture land","Agricultural residues","Wheat straw",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market low",70,9209.00,dt,15722000,144783898000,BTU,9.89,Crop
"agriculture land","Agricultural residues","Oats straw",55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market medium",70,6817.00,dt,16660000,113571220000,BTU,7.51,Pasture
"agriculture land","Agricultural residues","Wheat straw",55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55051,"Iron County",Wisconsin,"Lake States",802.62,POLYSYS,"mature-market high",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,emerging,70,65293.00,dt,17296000,1129307728000,BTU,64.25,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,"mature-market high",70,5238.00,dt,16660000,87265080000,BTU,6.82,Pasture
"agriculture land","Agricultural residues","Corn stover",55085,"Oneida County",Wisconsin,"Lake States",1236.57,POLYSYS,near-term,70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55069,"Lincoln County",Wisconsin,"Lake States",906.79,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,emerging,70,235063.00,dt,16660000,3916149580000,BTU,287.93,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,"mature-market medium",70,12424.00,dt,16660000,206983840000,BTU,36.12,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,"mature-market medium",70,464491.00,dt,16660000,7738420060000,BTU,294.67,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55095,"Polk County",Wisconsin,"Lake States",956.41,"NASS 2017 Census",emerging,40,227.60,dt,17368000,3952956800,BTU,0.24,Crop
"agriculture land","Energy crops, woody",Willow,55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,"mature-market high",70,1381.00,dt,17296000,23885776000,BTU,1.60,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55013,"Burnett County",Wisconsin,"Lake States",880.22,"NASS 2017 Census","mature-market low",40,21.40,dt,17368000,371675200,BTU,0.02,Crop
"agriculture land","Agricultural residues","Oats straw",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55113,"Sawyer County",Wisconsin,"Lake States",1350.24,"NASS 2017 Census",emerging,40,443.00,dt,17368000,7694024000,BTU,0.33,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55005,"Barron County",Wisconsin,"Lake States",889.76,"NASS 2017 Census",near-term,40,82.00,dt,17368000,1424176000,BTU,0.09,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55087,"Outagamie County",Wisconsin,"Lake States",644.61,"NASS 2017 Census",emerging,40,102.70,dt,17368000,1783693600,BTU,0.16,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55109,"St. Croix County",Wisconsin,"Lake States",735.19,"NASS 2017 Census",emerging,40,89.80,dt,17368000,1559646400,BTU,0.12,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55105,"Rock County",Wisconsin,"Lake States",726.16,"NASS 2017 Census",emerging,40,91.60,dt,17368000,1590908800,BTU,0.13,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55049,"Iowa County",Wisconsin,"Lake States",768.05,"NASS 2017 Census","mature-market high",40,167.10,dt,17368000,2902192800,BTU,0.22,Crop
"agriculture land","Energy crops, woody",Willow,55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market high",70,4475.00,dt,17296000,77399600000,BTU,8.42,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55109,"St. Croix County",Wisconsin,"Lake States",735.19,"NASS 2017 Census","mature-market low",40,16.60,dt,17368000,288308800,BTU,0.02,Crop
"agriculture land","Energy crops, woody",Poplar,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market low",70,770.00,dt,16904000,13016080000,BTU,1.29,Pasture
"agriculture land","Energy crops, woody",Willow,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market medium",70,1323.00,dt,17296000,22882608000,BTU,1.32,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55131,"Washington County",Wisconsin,"Lake States",435.66,"NASS 2017 Census","mature-market medium",40,73.00,dt,17368000,1267864000,BTU,0.17,Crop
"agriculture land","Agricultural residues","Oats straw",55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55087,"Outagamie County",Wisconsin,"Lake States",644.61,POLYSYS,"mature-market high",400,25117.91,dt,23288300,584953423453,BTU,38.97,Crop
"agriculture land","Energy crops, woody",Poplar,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,emerging,70,967.00,dt,16904000,16346168000,BTU,1.07,Pasture
"agriculture land","Agricultural residues","Wheat straw",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55067,"Langlade County",Wisconsin,"Lake States",887.79,"NASS 2017 Census","mature-market low",40,2.90,dt,17368000,50367200,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55079,"Milwaukee County",Wisconsin,"Lake States",242.17,"NASS 2017 Census","mature-market low",40,1.00,dt,17368000,17368000,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,emerging,70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,emerging,70,34329.00,dt,15722000,539720538000,BTU,36.88,Crop
"agriculture land","Energy crops, woody",Poplar,55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,"mature-market high",70,1562.00,dt,16904000,26404048000,BTU,1.77,Pasture
"agriculture land","Agricultural residues","Wheat straw",55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,"mature-market medium",400,26243.75,dt,23288300,611172323125,BTU,30.38,Crop
"agriculture land","Energy crops, woody",Poplar,55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,"mature-market medium",70,990.00,dt,16904000,16734960000,BTU,1.91,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55067,"Langlade County",Wisconsin,"Lake States",887.79,"NASS 2017 Census","mature-market medium",40,2.90,dt,17368000,50367200,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market medium",400,7967.99,dt,23288300,185560941517,BTU,13.30,Crop
"agriculture land","Agricultural residues","Wheat straw",55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,"NASS 2017 Census",near-term,40,10.40,dt,17368000,180627200,BTU,0.02,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55103,"Richland County",Wisconsin,"Lake States",589.3,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, woody",Poplar,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market low",70,3236.00,dt,16904000,54701344000,BTU,3.64,Pasture
